text,labels,language
我操什麼傻逼班主任 讓我們考試作答往班群裡發？😅😅,3.25,Chinese
@user 有这时间在这儿当赛博战狼不如先去把台湾收复了把铁链女解救了再来搁这儿关系国际局势,2.0,Chinese
@user 我要舔这个！（）,2.6,Chinese
@user 也是没什么招了，开始封嘴,1.3333333333333333,Chinese
@user 為什麼是打遊戲的時候？😀😀😀,2.4,Chinese
❤️❤️❤️❤️❤️ 完整版已发电报群（紧缚室影像作品群 目前已添加27部完整视频）， 私信进群。 #捆绑调教 #绳艺捆绑 #紧缚体验室 http,3.2,Chinese
开学了 会更新的慢一点了 快万粉了 你们有什么想看的吗 http,2.2,Chinese
@user 难道不是《行凶现场》吗？,1.8,Chinese
@user @user @user 我是台灣人，具有中華民國國籍，但並沒有認同中華民國作為台灣真正的主人。你們這些港支，說你支你還不明不白，連心態連最根本的歸屬都支，也在學人家喊革命。,2.0,Chinese
高蛋白喝完了，接下來要買哪一家呢？,1.8,Chinese
可可爱爱没有脑袋～ #抖音风 #裸舞 #jk制服 #尾巴 #电报 @user http,3.75,Chinese
@user 是人际关系的一种，处在这种关系中的双方有保持伴侣关系的意愿，但又不受传统的一夫一妻制的限制。这意味着双方同意保持恋爱关系或伴侣关系，同时也接受或者容许第三者的介入（百度来的òᆺó）,2.8,Chinese
拿下我闺蜜，我俩都是你的，凡是今天成为她粉丝的，会挑选前50名，发送福利，避免推特限流，可以加她电报，她会慢慢回关，免费一对一视频互动福利，私信她@1312537an qi 电报：https://t.co/rGcYD4vMtO http,3.0,Chinese
@user [震惊] 在公路上坐电动车时死掉了！ 这真是惊人的,1.0,Chinese
@user 无论你身处世界的任何角落，请记住， 你的头顶上永远有一把强大的镰刀。,1.5,Chinese
Twitter：涨粉、点赞、转推、自定义评论 Facebook：涨粉、点赞、转推、评论 Instagram：涨粉、点赞、播放量、评论 Youtube：订阅、点赞、播放量、评论 Telegram：快速建群拉人 Discord：拉人 包月在线 微信：fans168199,1.4,Chinese
《关于我裸体在门口拍照刚拍完还没站起来就听到爸爸回来的脚步声迅速冲进门但还是被看到以至于爸爸进门就问:“你不穿衣服在外面干什么”这件事》 http,3.8,Chinese
@user @user 那你可能沒遇過金牛,2.0,Chinese
@user 爱了爱 了,2.5,Chinese
@SpeakerPelosi 你很快就会去与他相见了，急什么呢？ 老妖婆子，你还以为能活100岁吗？ 美国人民早就等你归西啦，哈哈。,1.8,Chinese
@user 你这头是天生歪的还是拍照时歪的？,3.25,Chinese
@user 請用一句話證明你是中國人～ 我昨天才剛做完核酸呀～,1.2,Chinese
可能我这个人比较自我吧，不太擅长（喜欢）过多得去考虑对方的感受和想法，所以那种黏黏腻腻的状态真的不适合我 http,3.0,Chinese
【非原创】 想体验被操尿的感觉、哪个北京的大猛1约一下啊 http,3.8,Chinese
我真是半夜会发疯的典型哇！跟白天都不像一个人，情感丰富剧烈波动，很容易上一秒欣喜若狂下一秒郁郁寡欢，冲动消费，突然产生危险想法…………怪诶,2.25,Chinese
@user @user 我月中生日 過埋先,2.6666666666666665,Chinese
第五題。 Road rage…這要怎麼翻譯啊！ 呃遇到三寶會不會生氣（？）,2.8,Chinese
@user @user 现在咋变成这个鸟样子,3.0,Chinese
@user @user 不止经济，它搞什么都是运动式,1.4,Chinese
@user 我的中醫師曾經把完脈跟我說。最近家裡有長輩過世吼。等等醫生你這是通靈還是把脈啊⋯⋯,2.6,Chinese
00后在校学生 ，只约同龄小哥哥， 私信报位置 不是同城的 不约哦 想约有共同话题的小哥哥 关注加点赞 送10个原味内衣。没洗过的哦 http,3.0,Chinese
我这样子去站街会有人点吗 #伪娘 #sissyslut #拜金婊 #反差婊 #露出 #妓女 #人妖母狗 http,4.666666666666667,Chinese
@user @user 可能在班里互相传☹,2.4,Chinese
加拿大站队欧盟，加入对俄罗斯关闭领空行列 随着西方对俄罗斯入侵乌克兰制裁力度加大，加拿大正在加入欧盟国家行列，向所有俄罗斯飞机关闭领空。 到目前为止，西班牙、希腊、塞尔维亚和土耳其是剩下的几个没有加入到反对俄罗斯行动中的国家。 http,1.4,Chinese
惹 有点平静地跟朋友讲性取向这些了 本来也没什么说不出口的 被理解就是很棒 http,3.0,Chinese
“我们将重建乌克兰”！ 较早前已委托朋友代表 NFCLOUD 向乌克兰捐款一千多美元，后续会视情况捐助。愿战争早日结束，乌克兰难民早日重返家园。 http,1.4,Chinese
别眨眼，往下看 ！ 👇 👇 👇 恭喜你发现了宝藏推主，靠谱推注，， 广州资源 👍 深圳资源 👍 佛山资源 👍 珠海资源 👍 中山资源 👍 twitter：@YYDSkaopu666999 这个推注不错，妹子多又靠谱 💯💯💯💯💯💯 😍好货多,3.6,Chinese
@user 想用鸡巴把你顶起来吧可能😃,4.4,Chinese
处男#德州,1.75,Chinese
@user 我只是想稱讚你好風趣😭😭😭 支持你實現你的夢想！！！！了不起！！！！很有野心！！！！（乾,3.8,Chinese
@user 谢谢，刚刚仔细看了！,1.8,Chinese
@user 边自慰边开麦打游戏,4.2,Chinese
萬古文章有坦途 縱橫誰似玉川盧 真書不入今人眼 兒輩從教鬼畫符,1.25,Chinese
@user 原來你內心這麼糾結,2.25,Chinese
@user 在哪里,1.75,Chinese
@user 有夠美的啦～～,2.2,Chinese
到法國幫看到了最噁心otic的生活和計價團 還有交易和銷售8花蓮娜壇 多名老手立刻退休立場 看我穩如泰山的🎯 掉我去草樹林 吃點心和喝紅豆冰 明白了我是山猴,2.5,Chinese
要搬家了，忙著整理舊家當，有好多不必要的東西。 整理的心累，來看個照片壓壓驚。 http,2.8,Chinese
@user @user @globaltimesnews 香港人？到最后谁被砸脚拭目以待吧 真以为你们的洋人爹会帮你们 会付出代价的,1.0,Chinese
這是以前年輕黝黑結實的我~ 舊片好多精華。。 http,3.25,Chinese
@user 不派医务，却派武警，真是把人民当猪养，去TMD,1.0,Chinese
@user 恭喜回到辦公室！,2.6,Chinese
试探的健身高冷老婆2。健身教练很舒服啊，随便摸，所以你身边哪些去健身房的是婊子吗！ #羞辱 #露出 #调教 #胁迫 #压榨 #反差 #圣水 #洗脑 #绿帽 #老师 #憋尿控制 #性奴 #认主 #自慰 #试探 #长沙 http,4.5,Chinese
在GETTR看 全球喜马拉雅农场联盟委员会直播 2022.03.05 晚 《新中国联邦新闻》 http,1.5,Chinese
有沒有人想訊打 現在 密我喔,2.8,Chinese
全世界对中国这次在一个月内对病毒的研究都是认可和肯定的，就很多键盘侠们高度质疑和严厉批评。我觉得这次的失误，就是错估了病毒的厉害程度，以及地方政府的习惯性思维，想着在这种特殊的节点上以稳为主。,1.0,Chinese
我堂堂正正的孩子为什么要靠fm露台目击 #피디수첩_엑스원왜곡보도_사과해 明明堂堂正正下来一起跳舞啊 #PDNote_Apologize_toX1 有空一起吃鸡爪记得点无骨噢,2.5,Chinese
@user 鼻子那里再加上一个震动的功能，就非常不错了，这造型看着好涩,2.2,Chinese
@user 可以约吗,3.2,Chinese
@user @user 劳斯 我需要翻译,1.2,Chinese
@user @user 中国来去自由，想走现在就可以收拾行李了。,1.2,Chinese
中国为什么有那么多富人？ 你爱的中国真的富强了吗？ 那政权榨干你每一滴血汗 除非你领到了第二套钞票 http,1.2,Chinese
随机抽取一位幸运观众连睡 要求声音好听 不搞黄色,1.75,Chinese
#GETTR #澳喜要闻 布查正在恢复平静的生活！ 愿全乌克兰都尽早回到和平！ ... http,1.25,Chinese
@user 只要traceable就行,1.2,Chinese
@user 书就是知识面的拓宽而已，没有智慧去融会贯通读再多的书也是被作者洗脑！,2.0,Chinese
新年快乐 ^,3.0,Chinese
@user 真让人寒心,1.8,Chinese
"深圳检察机关就原宝安区委书记席海明涉嫌受贿、巨额财产来源不明一案，向深圳中级法院提起公诉。中新社报道,现年五十五岁的席海明被捕前系中共深圳市宝安区区委书记，因涉嫌受贿及巨额财产来源不明犯罪，于一九九九年十月被捕,检察机关认为席海明的行为已构成受贿罪及巨额财产来源不明罪",1.0,Chinese
现在的高中生了不起啊！毛都没有，姿势到会很多，趁父母不在家偷尝禁果，无套多次没射，女生身材没话说！ 投稿@8080yz 完整版观看地址在评论区👇👇 http,3.5,Chinese
【炮友脱毛三次后效果】 很多网友问我 去你们店里脱毛是不是可以被艹？ 是不是可以艹你？ 郑重声明⚠️正规 纯绿色 没有特殊服务 客户私下约我很正常 彼此足够喜欢 我不介意私下来往 都有需求 肥水不流外人田😁 不主动 不拒绝🌈 http,4.6,Chinese
@user @user 看到了，555，冲,2.0,Chinese
我以為會在一起…,2.0,Chinese
@user 貓衣做咩禁夜都未訓🤨會老🤭 最近都搵緊自己方向(點搵錢，增值果類啦，時勢變得太快 至於...謝謝😊我會袋定貓衣，有需要搵你,2.0,Chinese
這裡有沒有人可以長期約呀 不喜歡一夜情 #性瘾者 #轉推愛心追蹤讓我知道你有在看 帶截圖來找我 http,3.6,Chinese
原创作品 上海过来的这个骚逼贱狗一边纹身一边舔主人的脚 不停的叫爸爸 求粗口 求耳光赏赐 贱的彻底 想付费玩他的可以联系我 可以无下限 喜欢纹身的也可以预约了 私人工作室一对一服务 私处纹身穿环都可以过来做 联系方式主页里面有 http,3.0,Chinese
@user 没找到好的方法。需要登录第三方让他们可以访问你的账户，并不安全。,1.75,Chinese
@user 你真的又帥又性感，非常誘人，會令我每天都來看一次,4.0,Chinese
@user 剩下一個名額哦,1.5,Chinese
@user 刮得好干净。通常来说一个月会刮一次吗？,2.4,Chinese
一点涩涩 我是良民 http,1.75,Chinese
市场消息：富士康暂停了位于深圳的中国总部生产，该工厂生产iPhone。 🙃 深圳这波疫情玩大了！,1.25,Chinese
@user 有些人身材好就算了，他居然还是个福利姬🙈,2.2,Chinese
好看的皮囊三千一晚，有趣的灵魂要车要房。,2.4,Chinese
#999号文件夹 #杂套图 茶艺 P.S. : 所有视图驾校都有，均为 #无码大尺度。上车后可在线观看或下载完整高清无码版，永久持续更新，详情私信 http,2.4,Chinese
@user 武汉单男，夫妻情侣可以滴我,2.8,Chinese
你们谁🈶这个视频，好想看，可以换 ➕491892779 http,2.75,Chinese
@user 我一看到的第一反应竟然是 只狼,1.25,Chinese
一群人只fo自己圈子和自己观点的人，慢慢就变成 echo chamber 的效果，一群人自己 circlejerk：对立面观点的两对人，都是在骂着塑造出的敌人的快感中度日,2.25,Chinese
@user 星期一到七都有优惠,1.0,Chinese
都他妈射完了，还在逞强的往下撸套子，有什么意义呢？是身为男人的不服？是觉得套子都戴不上 很没面子？不管怎样 都没用了，只有一次比一次快！ http,4.8,Chinese
@user 我后悔大学之后没太努力，睡太多了😹,2.25,Chinese
腹肌小哥哥疯狂打桩，小0被按着腿，露出自己的骚逼，让哥哥的大鸡巴插进去，持续打桩😀😀😀😬😬😬 #打桩 #高中生 #做爱 #骚逼 #腹肌 http,3.6,Chinese
一旦浑浊成为常态，清白便就是罪,1.8,Chinese
@user 美图秀秀的视频剪辑也可以加,1.5,Chinese
我覺得咪哭的標籤活動會被國際新聞洗下去ㄅ過還是看看,1.3333333333333333,Chinese
@user 謝謝喔,2.6666666666666665,Chinese
覺得自己好賤 不喜歡跟這個人相處 甚至會覺得噁心 但身體又好喜歡好想要 是不是壞掉了(;´༎ຶД༎ຶ`) http,3.2,Chinese
@user @user 求关注 主页很多未成年母狗自拍,2.8,Chinese
啊啊啊 OMG🉐 端午节 有没有大🐔⑧在南宁 一起来玩啊 这边天天下雨都不好出去玩 只能待在房间里做爱 约的好几根🐔⑧都玩厌了 现在只想要更大更长更持久的来 http,4.0,Chinese
@user 原来如此！我英语很差也不会日语，实在是见笑了……pasu大佬画的太可爱😇😇😇,2.75,Chinese
臭宝 你想和妈妈玩刺激的小游戏嘛 要私信叫一声妈妈 你不相信的话可以试一下哟 http,3.8,Chinese
孩子今天放暑假 我也有时间了 新号弄好了我就发哈，乖 http,2.2,Chinese
@user 这个视频让我想起多年前这个《西海情歌》 http,1.8,Chinese
@user 鞋龙上大分！ Shu新一代纯爱战神！,1.75,Chinese
真是一兴百兴！真是一衰百衰！人家在真正崛起，东亚病夫还在坚持病毒清零！恍然又已病入膏肓……🥲🥲🥲,1.8,Chinese
@user @user @jump_henshubu 中国人买了动画的版权在国内播买了作品的手办，然后他就拿这种剧情回馈他的读者吗？ 他洽他的钱我看我的番本来没什么，但是他玩这个梗就该付出代价。中国人是tm有底线的,1.6,Chinese
我在17LIVE發現這個精彩直播，快和我一起看！#17LIVE #直播互動社交平台 #JoyIn17join17Miki🍄米奇喵喵屋 正在開播，快來看播喔！ http,2.0,Chinese
最新消息：唐山市公安局路北分局局长马爱军等5人被查。 #唐山 http,1.6,Chinese
@PiCoreTeam 23人还有11-15人在线,1.4,Chinese
@user 還有找？,2.0,Chinese
@user 中国的农奴最好别跟日本佬作对，这不是农奴能解决的对手,2.0,Chinese
世界上喜欢贫乳的人都死光了吗 http,2.6,Chinese
@user 真褲好讚,2.0,Chinese
国际油价暴跌两成多，看了下国内价格指数才跌了还不到一成。想必是触发了40美元的地板价保护了。,1.25,Chinese
来了就随便看看叭，点赞多的话就发这个原视频了 #鸡巴 #母狗 #肉便器 #射精 #肉棒 http,3.6,Chinese
@user 哦？怎么证明不是在🎣呢？,1.4,Chinese
現在才看到這個限動 又是哥賴不好好穿衣服的一天😊 http,3.6666666666666665,Chinese
@user 又是一头爱发春的肥母猪,3.2,Chinese
离异快3年了，压不住心中的欲望，夜深人静是心痛时分，欲望从心里爆棚太久，80后大叔想互相满足欲望的，可以私信我😘。 http,3.4,Chinese
首发，士兵被俘，受尽各种责磨，随时被榨取。 有喜欢他声音的吗？ 他的全见版写真集 有想看的吗？ http,2.0,Chinese
@user @user 哈哈哈哈哈你可以说自己18！！！看对方要是没啥表情，那就是成功了！下次就说16！,3.0,Chinese
